date,tcn,tcr,ipc,ipc_nvolatil,tpm,ror2,ror10,ror5,ror2uf,ror10uf,ror5uf,m1,m2,m3,ipsa,col,colcons,colviv,colcom,imacec,imacecdes,exp,imp,impk,reserv,lf,empl,unem,ind,indmin,indmanu,indega,genera,ivcm,cobre,oil,spread,tbill10,rem_index
1/1/1980,,,2.1,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,
1/2/1980,,,1.8,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,
1/3/1980,,,2.9,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1/4/1980,,,2.5,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,
1/5/1980,,,2.3,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,
1/6/1980,,,1.9,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,
1/7/1980,,,2,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1/8/1980,,,2.2,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,
1/9/1980,,,2.1,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,
1/10/1980,,,2.9,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,
1/11/1980,,,2.6,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,
1/12/1980,,,1.9,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,
1/1/1981,,,1.6,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,
1/2/1981,,,0.3,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,
1/3/1981,,,0.8,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,
1/4/1981,,,1.2,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,
1/5/1981,,,1.3,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,
1/6/1981,,,0.1,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,
1/7/1981,,,0.6,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,
1/8/1981,,,1.2,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,
1/9/1981,,,0.9,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,
1/10/1981,,,0.3,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,
1/11/1981,,,0.2,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,
1/12/1981,,,0.5,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,
1/1/1982,,,0.7,,,,,,,,,101,,,,,,,,,,,,,3797,,,,,,,,,,0.7,,,,
1/2/1982,,,-0.8,,,,,,,,,99,,,,,,,,,,,,,3786,,,,,,,,,,0.7,,,,
1/3/1982,,,0.4,,,,,,,,,99,,,,,,,,,,,,,3800,,,,,,,,,,0.7,,,,
1/4/1982,,,-0.1,,,,,,,,,99,,,,,,,,,,,,,3680,,,,,,,,,,0.7,,,,
1/5/1982,,,-0.5,,,,,,,,,96,,,,,,,,,,,,,3575,,,,,,,,,,0.7,,,,
1/6/1982,,,0.7,,,,,,,,,97,,,,,,,,,,,,,3485,,,,,,,,,,0.6,,,,
1/7/1982,,,2,,,,,,,,,88,,,,,,,,,,,,,3348,,,,,,,,,,0.7,,,,
1/8/1982,57.8,,3.2,,,,,,,,,92,,,,,,,,,,,,,3208,,,,,,,,,,0.7,,,,
1/9/1982,63.04,,4.3,,,,,,,,,94,,,,,,,,,,,,,2759,,,,,,,,,,0.6,,,,
1/10/1982,66.27,,4.8,,,,,,,,,89,,,,,,,,,,,,,2692,,,,,,,,,,0.7,,,,
1/11/1982,69.19,,3.3,,,,,,,,,85,,,,,,,,,,,,,2492,,,,,,,,,,0.7,,,,
1/12/1982,72.39,,1.2,,,,,,,,,98,,,,,,,,,,,,,2735,,,,,,,,,,0.7,,,,
1/1/1983,74.04,,1.8,,,,,,,,,111,,,,,,,,,,,,,2496,,,,,,,,,,0.7,,,,
1/2/1983,76.38,,0.1,,,,,,,,,114,,,,,,,,,,,,,2334,,,,,,,,,,0.7,,,,
1/3/1983,74.48,,1.9,,,,,,,,,115,,,,,,,,,,,,,2124,,,,,,,,,,0.7,,,,
1/4/1983,73.69,,3,,,,,,,,,112,,,,,,,,,,,,,2149,,,,,,,,,,0.8,,,,
1/5/1983,75.1,,1.4,,,,,,,,,106,,,,,,,,,,,,,1999,,,,,,,,,,0.8,30.1,,,
1/6/1983,77.03,,1.6,,,,,,,,,107,,,,,,,,,,,,,2070,,,,,,,,,,0.8,31,,,
1/7/1983,78.25,,1.9,,,,,,,,,105,,,,,,,,,,,,,2217,,,,,,,,,,0.8,31.6,,,
1/8/1983,79.55,,2.7,,,,,,,,,105,,,,,,,,,,,,,2401,,,,,,,,,,0.7,31.9,,,
1/9/1983,81.24,,2.3,,,,,,,,,110,,,,,,,,,,,,,2469,,,,,,,,,,0.7,31.2,,,
1/10/1983,83.34,,2.4,,,,,,,,,108,,,,,,,,,,,,,2588,,,,,,,,,,0.7,30.4,,,
1/11/1983,85.29,,1.3,,,,,,,,,108,,,,,,,,,,,,,2747,,,,,,,,,,0.6,30,,,
1/12/1983,87.07,,0.6,,,,,,,,,118,,,,,,,,,,,,,2818,,,,,,,,,,0.6,29.2,,,
1/1/1984,87.82,,0.1,,,,,,,,,120,,,,,,,,,,,,,2693,,,,,,,,,,0.6,29.7,,,
1/2/1984,88.12,,-0.2,,,,,,,,,124,,,,,,,,,,,,,2756,,,,,,,,,,0.6,30.1,,,
1/3/1984,88.2,,2.5,,,,,,,,,132,,,,,,,,,,,,,2836,,,,,,,,,,0.7,30.8,,,
1/4/1984,88.55,,1.5,,,,,,,,,137,,,,,,,,,,,,,2889,,,,,,,,,,0.7,30.6,,,
1/5/1984,90.19,,1.2,,,,,,,,,136,,,,,,,,,,,,,2792,,,,,,,,,,0.6,30.6,,,
1/6/1984,91.13,,1.3,,,,,,,,,134,,,,,,,,,,,,,3005,,,,,,,,,,0.6,30,,,
1/7/1984,91.89,,0.9,,,,,,,,,131,,,,,,,,,,,,,2929,,,,,,,,,,0.6,28.6,,,
1/8/1984,92.69,,0.3,,,,,,,,,128,,,,,,,,,,,,,3022,,,,,,,,,,0.6,29.3,,,
1/9/1984,100.94,,2.9,,,,,,,,,136,,,,,,,,,,,,,2861,,,,,,,,,,0.6,29.4,,,
1/10/1984,116.39,,8.2,,,,,,,,,130,,,,,,,,,,,,,2872,,,,,,,,,,0.6,28.8,,,
1/11/1984,119.58,,1.2,,,,,,,,,119,,,,,,,,,,,,,2882,,,,,,,,,,0.6,28.1,,,
1/12/1984,126.23,,1.4,,,,,,,,,130,,,,,,,,,,,,,3082,,,,,,,,,,0.6,26.9,,,
1/1/1985,128.98,,3.1,,,,,,,,,148,,,,,,,,,,,,,2719,,,,,,,,,,0.6,25.7,,,
1/2/1985,131.84,,2,,,,,,,,,150,,,,,,,,,,,,,2608,,,,,,,,,,0.6,27.3,,,
1/3/1985,145.69,,2.8,,,,,,,,,156,,,,,,,,,,,,,2647,,,,,,,,,,0.6,28.4,,,
1/4/1985,148.76,,2.3,,,,,,,,,159,,,,,,,,,,,,,2551,,,,,,,,,,0.7,28.8,,,
1/5/1985,152.15,,2,,,,,,,,,158,,,,,,,,,,,,,2397,,,,,,,,,,0.7,27.6,,,
1/6/1985,155.06,,3.7,,,,,,,,,162,,,,,,,,,,,,,2369,,,,,,,,,,0.7,27.2,,,
1/7/1985,170.81,,1.3,,,,,,,,,160,,,,,,,,,,,,,2327,,,,,,,,,,0.7,27.3,,,
1/8/1985,176.49,,0.9,,,,,,,,,160,,,,,,,,,,,,,2418,,,,,,,,,,0.6,27.8,,,
1/9/1985,178.19,,1.2,,,,,,,,,176,,,,,,,,,,,,,2316,,,,,,,,,,0.6,28.3,,,
1/10/1985,179.19,,1.5,,,,,,,,,168,,,,,,,,,,,,,2362,,,,,,,,,,0.6,29.6,,,
1/11/1985,180.68,,1.6,,,,,,,,,171,,,,,,,,,,,,,2495,,,,,,,,,,0.6,30.8,,,
1/12/1985,182.48,,1.3,,,,,,,,,190,,,,,,,,,,,,,3206,,,,,,,,,,0.6,27.2,,,
1/1/1986,184.8,98.65,2.7,,,,,,,,,199,754,1232,,14676,364,1395,11459,,,,,,2775,,,,,,,,,,0.6,22.9,,,
1/2/1986,186.74,100.68,0.9,,,,,,,,,205,778,1266,,14755,368,1410,11524,,,,,,2738,,,,,,,,,,0.6,15.4,,,
1/3/1986,189.22,100.38,1.5,,,,,,,,,214,793,1310,,14594,369,1413,11356,,,,,,2957,,,,,,,,,,0.7,12.5,,,
1/4/1986,189.19,98.56,1.4,,,,,,,,,220,820,1366,,14718,367,1418,11426,,,,,,3100,,,,,,,,,,0.7,12.9,,,
1/5/1986,187.93,98.42,0.7,,,,,,,,,216,807,1352,,14356,362,1440,11032,,,,,,3080,,,,,,,,,,0.6,15.4,,,
1/6/1986,188.79,97.51,1.3,,,,,,,,,231,837,1392,,14120,370,1427,10784,,,,,,3027,,,,,,,,,,0.6,13.6,,,
1/7/1986,190.36,98.86,1,,,,,,,,,227,859,1413,,14177,361,1433,10737,,,,,,2986,,,,,,,,,,0.6,11.6,,,
1/8/1986,194.46,101.82,0.6,,,,,,,,,231,877,1444,,14334,365,1456,10791,,,,,,3076,,,,,,,,,,0.6,15.1,,,
1/9/1986,198.32,102.37,1.5,,,,,,,,,248,891,1477,,14342,364,1461,10722,,,,,,2836,,,,,,,,,,0.6,15,,,
1/10/1986,199.73,101.58,1.5,,,,,,,,,241,906,1507,,14379,365,1465,10718,,,,,,2953,,,,,,,,,,0.6,14.9,,,
1/11/1986,201.95,100.66,1.4,,,,,,,,,249,938,1567,,14502,386,1473,10761,,,,,,3228,,,,,,,,,,0.6,15.2,,,
1/12/1986,203.67,100.82,1.5,,,,,,,,,276,967,1614,,14534,391,1510,10757,,,,,,3314,,,,,,,,,,0.6,16.1,,,
1/1/1987,204.54,102.44,2,,,,,,,,,285,990,1663,,14437,412,1504,10610,,,,,,3088,,,,,,,,,,0.6,18.7,,,
1/2/1987,206.01,101.63,1.7,,,,,,,,,283,1018,1708,,14433,415,1505,10561,,,,,,3154,,,,,,,,,,0.6,17.8,,,
1/3/1987,207.82,101.27,1.6,,,,,,,,,287,1069,1769,,14457,420,1507,10613,,,,,,3095,,,,,,,,,,0.7,18.4,,,
1/4/1987,211.49,103.08,2.4,,,,,,,,,295,1097,1809,,14439,419,1502,10591,,,,,,3129,,,,,,,,,,0.7,18.7,,,
1/5/1987,212.54,103.29,1.5,,,,,,,,,287,1102,1846,,14515,416,1513,10575,,,,,,3072,,,,,,,,,,0.7,19.4,,,
1/6/1987,218.18,104.64,0.7,,,,,,,,,297,1155,1923,,14644,419,1522,10635,,,,,,3325,,,,,,,,,,0.7,20.1,,,
1/7/1987,224.13,104.9,1.7,,,,,,,,,300,1179,1966,,14571,422,1509,10560,,,,,,3192,,,,,,,,,,0.8,21.3,,,
1/8/1987,224.58,104.16,1.4,,,,,,,,,288,1172,1998,,14599,427,1512,10511,,,,,,3311,,,,,,,,,,0.8,20.3,,,
1/9/1987,225.15,104.24,1.9,,,,,,,,,299,1206,2051,,14518,430,1510,10435,,,,,,3095,,,,,,,,,,0.8,19.6,,,
1/10/1987,229.27,106.41,2.4,,,,,,,,,293,1238,2085,,14453,438,1529,10287,,,,,,3137,,,,,,,,,,0.9,19.9,,,
1/11/1987,233.83,107.19,1.9,,,,,,,,,295,1290,2166,,14548,457,1539,10297,,,,,,3430,,,,,,,,,,1.1,19,,,
1/12/1987,235.34,108.81,0.3,,,,,,,,,331,1362,2268,,14937,471,1577,10609,,,,,,3613,,,,,,,,,,1.3,17.3,,,
1/1/1988,243.73,112.15,0.7,,,,,,,,,350,1406,2341,,15238,492,1582,10896,,,,,,3319,,,,,,,,,,1.2,17.1,,,
1/2/1988,240,109.76,0.4,,,,,,,,,363,1418,2362,,15243,498,1595,10882,,,,,,3571,,,,,,,,,,1.1,16.7,,,
1/3/1988,243.33,110.92,1.9,,,,,,,,,377,1451,2453,,14953,506,1579,10666,,,,,,3549,,,,,,,,,,1.1,16.2,,,
1/4/1988,241.88,111.37,0.8,,,,,,,,,379,1471,2499,,15219,512,1607,10813,,,,,,3731,,,,,,,,,,1,17.9,,,
1/5/1988,245.15,113,0.5,,,,,,,,,383,1487,2551,,15359,511,1615,10937,,,,,,3413,,,,,,,,,,1.1,17.4,,,
1/6/1988,248.31,114.97,0.6,,,,,,,,,395,1508,2603,,15491,514,1612,10940,,,,,,3587,,,,,,,,,,1.2,16.5,,,
1/7/1988,248.32,112.75,0.1,,,,,,,,,404,1537,2661,,15898,529,1614,11228,,,,,,3814,,,,,,,,,,1,15.5,,,
1/8/1988,245.59,110.99,0.8,,,,,,,,,418,1573,2721,,15962,544,1606,11193,,,,,,3846,,,,,,,,,,1,15.5,,,
1/9/1988,245.67,109.24,0.9,,,,,,,,,440,1639,2779,,16307,566,1624,11391,,,,,,3537,,,,,,,,,,1.1,14.6,,,
1/10/1988,247.09,110.6,1.5,,,,,,,,,438,1689,2816,,16322,582,1632,11375,,,,,,3692,,,,,,,,,,1.3,13.8,,,
1/11/1988,246.44,110.36,1.9,,,,,,,,,428,1686,2853,,16350,626,1639,11251,,,,,,3597,,,,,,,,,,1.5,14.1,,,
1/12/1988,244.63,107.96,1.9,,,,,,,,,477,1764,3007,,16658,636,1635,11449,,,,,,4261,,,,,,,,,,1.6,16.4,,,
1/1/1989,247.11,107.69,1.1,,,,,,,,,477,1824,3120,54.4,16784,671,1668,11522,,,,,,4148,,,,,,,,,,1.5,18,,,
1/2/1989,245.84,107.15,0.1,,,,,,,,,481,1851,3201,60.6,17063,683,1706,11705,,,,,,4299,,,,,,,,,,1.4,18,,,
1/3/1989,249.64,107.89,1.9,,,,,,,,,509,1891,3323,63.6,17009,689,1703,11559,,,,,,4348,,,,,,,,,,1.5,19.5,,,
1/4/1989,251.36,104.49,1,,,,,,,,,495,1898,3355,68.4,17165,695,1715,11634,,,,,,4337,,,,,,,,,,1.4,21.2,,,
1/5/1989,252.44,102.06,2,1.4,,,,,,,,506,1909,3441,70.7,16766,665,1670,11267,,,,,,4232,,,,,,,,,,1.2,20.4,,,
1/6/1989,261.66,105.79,1.8,2,,,,,,,,498,1966,3614,65,16856,654,1680,11282,,,,,,4153,,,,,,,,,,1.2,20.2,,,
1/7/1989,272.81,110.9,1.8,1.7,,,,,,,,490,2001,3700,63.8,16988,656,1702,11464,,,,,,4298,,,,,,,,,,1.1,19.7,,,
1/8/1989,276.65,111.08,1,1,,,,,,,,492,2047,3778,58.9,17814,691,2007,11916,,,,,,4346,,,,,,,,,,1.3,18.6,,,
1/9/1989,280.15,110.63,2.1,1.7,,,,,,,,530,2107,3906,62.5,17787,698,2002,12022,,,,,,3914,,,,,,,,,,1.3,19.6,,,
1/10/1989,282.78,110.76,2.9,1.9,,,,,,,,503,2110,3969,69.5,17893,704,2057,12016,,,,,,4215,,,,,,,,,,1.3,20.1,,,
1/11/1989,288.42,112.26,1.7,1.3,,,,,,,,512,2176,4129,69.5,18257,737,2176,12227,,,,,,4630,,,,,,,,,,1.2,19.9,,,
1/12/1989,294.59,111.95,2.1,1.8,,,,,,,,587,2314,4390,79.1,18323,733,2171,12351,,,,,,4762,,,,,,,,,,1.1,21.1,,,
1/1/1990,296.76,115.9,2.5,1.8,,,,,,,,577,2357,4471,82.6,18296,753,2358,12149,,,,,,4400,,,,,30.7,,,,,1.1,23,,8.2,
1/2/1990,292.46,113.88,0.3,0.9,,,,,,,,555,2374,4625,94.4,18567,763,2416,12272,,,,,,4673,,,,,26.4,,,,,1.1,22.1,,8.5,
1/3/1990,296.66,115.69,2.4,3.4,,,,,,,,575,2417,4813,95.6,18289,760,2399,11997,,,,,,4813,,,,,30.5,,,,,1.2,20.4,,8.6,
1/4/1990,296.41,111.77,1.8,2,,,,,,,,592,2472,4879,94.9,18100,748,2400,11800,,,,,,4985,,,,,29.3,,,,,1.2,18.4,,8.8,
1/5/1990,296.97,112.14,1.5,1.7,,,,,,,,583,2514,4981,94.8,17990,738,2414,11642,,,,,,4931,,,,,31.2,,,,,1.2,18.3,,8.7,
1/6/1990,296.79,109.47,2.2,2,,,,,,,,576,2570,5140,92.7,17635,716,2405,11303,,,,,,5251,,,,,30.3,,,,,1.2,16.7,,8.5,
1/7/1990,296.67,108.83,1.7,1.3,,,,,,,,569,2622,5299,93.5,17398,709,2419,11010,,,,,,5746,,,,,30.7,,,,,1.3,18.4,,8.5,
1/8/1990,303.44,111.78,2,1.2,,,,,,,,563,2638,5437,93.5,17334,709,2415,10960,,,,,,6078,,,,,32.7,,,,,1.3,27.2,,8.7,
1/9/1990,308.35,111.4,4.9,2.3,,,,,,,,608,2688,5588,92.6,16714,681,2357,10571,,,,,,5677,,,,,29.3,,,,,1.4,33.8,,8.9,
1/10/1990,312.49,111.25,3.8,2,,,,,,,,564,2778,5779,96,16578,664,2356,10219,,,,,,6539,,,,,32.7,,,,,1.2,36.1,,8.7,
1/11/1990,326.86,115.19,0.9,1.6,,,,,,,,574,2888,6019,115.9,17072,679,2456,10437,,,,,,7077,,,,,32.2,,,,,1.2,32.4,,8.4,
1/12/1990,334.98,115.15,0.5,1.7,,,,,,,,692,3020,6309,130.4,17399,683,2499,10631,,,,,,7074,,,,,34.8,,,,,1.1,27.3,,8.1,
1/1/1991,337.23,114.26,0.4,1.7,,,,,,,,770,3066,6471,155.2,17414,721,2522,10642,,,,,,6937,,,,,34.7,49.2,,,,1.1,25.2,,8.1,
1/2/1991,337.53,115.28,0.1,1,,,,,,,,787,3135,6631,186.5,17409,731,2548,10597,,,,,,7222,,,,,31.3,42.3,,,,1.1,20.5,,7.8,
1/3/1991,340.24,111.65,1.2,2.2,,,,,,,,850,3167,6775,202.2,17323,748,2541,10531,,,,,,7360,,,,,36.7,51.7,,,,1.1,19.9,,8.1,
1/4/1991,340.28,107.8,1.8,1.8,,,,,,,,848,3230,6860,207.5,17050,761,2525,10374,,,,,,7296,,,,,33.7,52,,,,1.1,20.8,,8,
1/5/1991,339.95,104.34,2.5,2.7,,,,,,,,823,3312,6932,219,16957,761,2508,10236,,,,,,7012,,,,,35.1,52.3,,,,1.1,21.2,,8.1,
1/6/1991,344.89,102.54,1.8,1.7,,,,,,,,809,3429,7172,260,16931,755,2526,10252,,,,,,6972,,,,,33.7,50.8,,,,1,20.2,,8.3,
1/7/1991,348.72,102.42,1.8,1.5,,,,,,,,791,3554,7430,296.8,16966,770,2533,10244,,,,,,7034,,,,,30.9,53.3,,,,1,21.5,,8.3,
1/8/1991,350.89,102.93,1.2,1.3,,,,,,,,807,3646,7663,333.8,17272,792,2577,10324,,,,,,7145,,,,,30.8,52.9,,,,1,21.7,,7.9,
1/9/1991,355.61,104.36,1.3,0.7,,,,,,,,874,3731,7887,384.1,17426,804,2600,10381,,,,,,6941,,,,,36.6,46.9,,,,1.1,21.9,,7.6,
1/10/1991,359.06,102.18,2.9,1.7,,,,,,,,868,3786,8106,362,17357,829,2581,10200,,,,,,7189,,,,,38.1,55.1,,,,1.1,23.3,,7.5,
1/11/1991,364.26,103.78,0.9,1.3,,,,,,,,863,3930,8417,347.8,17783,869,2624,10305,,,,,,7639,,,,,35.8,52.4,,,,1.1,22.5,,7.4,
1/12/1991,371.93,104.97,1.2,1.5,,,,,,,,988,4181,8721,347.2,18164,883,2600,10635,,,,,,8159,,,,,37,51.9,,,,1,19.5,,7.1,
1/1/1992,369.75,103.51,1.1,1.5,,,,,,,,1040,4368,8958,337.6,18364,957,2621,10799,,,,,,7898,,,,,34.9,54.3,,,,1,18.8,,7,
1/2/1992,347.86,97.66,-0.6,1,,,,,,,,1048,4482,9218,393.3,18625,993,2688,11007,,,,,,7823,,,,,35.4,46.1,,,,1,19,,7.3,
1/3/1992,348.34,95.99,0.7,1.8,,,,,,,,1334,4650,9359,431.2,18801,1047,2697,11021,,,,,,8072,,,,,36.4,59.9,,,,1,18.9,,7.5,
1/4/1992,346.3,94.13,1.3,1.1,,,,,,,,1302,4666,9457,434,18876,1085,2685,10999,,,,,,8343,,,,,34.9,57.9,,,,1,20.2,,7.5,
1/5/1992,346.56,94.2,1.1,1.6,,,,,,,,1188,4631,9526,437.7,19077,1100,2696,10966,,,,,,8580,,,,,36.3,56.8,,,,1,21,,7.4,
1/6/1992,355,97.27,0.7,0.9,,,,,,,,1182,4765,9866,457.2,19397,1113,2718,10995,,,,,,9171,,,,,34.3,56.1,,,,1,22.4,,7.3,
1/7/1992,361.25,99.33,1.1,0.7,,,,,,,,1152,4840,10130,467.9,19823,1146,2727,11178,,,,,,9466,,,,,38.6,63.3,,,,1.1,21.8,,6.8,
1/8/1992,368.86,100.89,1.4,1.3,,,,,,,,1159,4923,10265,438,20212,1176,2735,11462,,,,,,9764,,,,,37.1,59.7,,,,1.1,21.3,,6.6,
1/9/1992,376.04,100.8,2.3,1.4,,,,,,,,1184,5072,10372,401.8,20190,1202,2722,11453,,,,,,9777,,,,,38.7,57.2,,,,1.1,21.9,,6.4,
1/10/1992,373.1,97.35,1.4,1.2,,,,,,,,1132,5234,10596,439.8,20562,1258,2751,11722,,,,,,9911,,,,,38.7,60.2,,,,1,21.7,,6.6,
1/11/1992,377.63,94.9,1.4,1.2,,,,,,,,1140,5349,10856,408.6,21159,1324,2776,12136,,,,,,9938,,,,,34.9,58.8,,,,1,20.3,,6.9,
1/12/1992,380.22,95.3,0.1,0.9,,,,,,,,1282,5501,11174,420.8,21791,1378,2835,12550,,,,,,10357,,,,,38.9,57.1,,,,1,19.4,,6.8,
1/1/1993,383.93,95.6,0.2,1.3,,,,,,,,1405,5699,11544,469.9,22303,1482,2870,12838,,,,,,10568,,,,,37.7,55.3,,,,1,19.1,,6.6,
1/2/1993,387.91,96.16,0.4,1.3,,,,,,,,1423,5737,11615,460.5,22578,1538,2884,12948,,,,,,10748,,,,,35.3,50.8,,,,1,20,,6.3,
1/3/1993,397.22,98.63,0.6,1.8,,,,,,,,1425,5792,11693,450.6,22874,1626,2906,13065,,,,,,10739,,,,,39.3,64.4,,,,1,20.3,,6,
1/4/1993,401.19,100,1.4,1.7,,,,,,,,1434,5903,11947,425.5,23179,1668,2900,13373,,,,,,10948,,,,,38.5,60.7,,,,0.9,20.3,,6,20.73860641
1/5/1993,404.98,100.08,1.5,1.4,,,,,,,,1403,5963,12050,431.9,23391,1743,2912,13499,,,,,,10815,,,,,38.8,58.8,,,,0.8,19.9,,6,20.92718817
1/6/1993,403.3,98.83,0.5,0.7,,,,,,,,1386,6136,12343,474.5,23487,1755,2963,13671,,,,,,10782,,,,,36.8,58.7,,,,0.8,19.1,,5.9,21.32590391
1/7/1993,404.79,97.31,1,0.8,,,,,,,,1361,6218,12625,482.3,23712,1776,2989,13829,,,,,,10967,,,,,37.3,62.6,,,,0.9,17.9,,5.8,21.44444102
1/8/1993,407.66,96.38,2.1,1.6,,,,,,,,1351,6290,12797,512.1,23680,1773,2983,13844,,,,,,11104,,,,,39.8,62.7,,,,0.9,18,,5.7,21.61147059
1/9/1993,408.19,96.36,1.2,0.8,,,,,,,,1358,6424,13033,534.2,23964,1803,3026,14059,,,,,,10765,,,,,35,58.9,,,,0.8,17.5,,5.4,22.05329073
1/10/1993,412.59,94.38,2.6,1.3,,,,,,,,1370,6607,13379,560.2,23884,1826,3018,14095,,,,,,10703,,,,,40.3,59.4,,,,0.8,18.2,,5.3,22.47355867
1/11/1993,412.5,93.36,0.1,0.9,,,,,,,,1363,6686,13628,596.9,24615,1912,3097,14526,,,,,,10799,,,,,36.5,61,,,,0.7,16.7,,5.7,22.72679704
1/12/1993,425.73,95.65,0.2,1.6,,,,,,,,1568,6902,14086,710,25120,1949,3158,14967,,,,,,10698,,,,,41.8,59.7,,,,0.8,14.5,,5.7,23.8636757
1/1/1994,430.45,95.68,1,1.1,,,,,,,,1655,6915,14240,838.5,25273,2044,3165,15086,,,,,,10775,,,,,38.2,57.9,,,,0.8,15,,5.7,24.26777949
